Date,P-1 TMF T/hr,P-2 TMF T/hr,P-3 TMF T/hr,I-1 TMF T/hr,I-2 TMF T/hr,Total_prod_tph,Total_inj_tph
2001-07-08,,130.7772686190473,513.9691628273804,114.76486479746414,459.05945918985657,644.7464314464277,573.8243239873207
2001-07-15,,119.61722481547572,508.52175046428556,111.80873759979751,447.23495039919004,628.1389752797613,559.0436879989876
2001-07-22,,113.08029947023785,509.6701097202377,110.84957283590465,443.3982913436186,622.7504091904756,554.2478641795234
2001-07-29,,102.05685372023774,521.9237093988089,111.06854023519031,444.27416094076125,623.9805631190467,555.3427011759516
2001-08-05,,97.96510822619041,520.2374031547616,110.04004702580947,440.1601881032379,618.202511380952,550.2002351290473
2001-08-12,,90.91000736309522,519.1756489404759,108.59524682203565,434.3809872881426,610.0856563035711,542.9762341101783
2001-08-19,,85.05221424404756,517.5348330833328,107.26049442427372,429.04197769709486,602.5870473273804,536.3024721213686
2001-08-26,,89.21866659523803,520.2577364464281,108.48679974141659,433.94719896566636,609.4764030416662,542.4339987070829
2001-09-02,,85.63858001190475,518.3620904999997,107.51211935111901,430.04847740447605,604.0006705119046,537.560596755595
2001-09-09,,80.413145672619,516.1763254464285,106.19292585919045,424.7717034367618,596.5894711190474,530.9646292959522
2001-09-16,,72.2083730833333,518.910635738095,105.21918357021424,420.87673428085697,591.1190088214282,526.0959178510712
2001-09-23,,33.331795041666645,414.3748344642854,79.69178005205949,318.76712020823794,447.7066295059521,398.4589002602974
2001-09-30,,23.39183170833333,522.6153016190473,97.18926973227374,388.757078929095,546.0071333273806,485.94634866136875
2001-10-07,,107.22909416666653,519.8374942797617,111.61785274346424,446.47141097385696,627.0665884464282,558.0892637173212
2001-10-14,,193.53524214285673,515.7805815119046,126.2582166105475,505.03286644219,709.3158236547613,631.2910830527375
2001-10-21,,192.06929994047573,513.1258019047616,125.52472812845225,502.098912513809,705.1951018452373,627.6236406422612
2001-10-28,,190.97962457142813,512.036774410714,125.13691901882132,500.54767607528527,703.0163989821422,625.6845950941066
2001-11-04,,147.4843222916663,510.8039546488091,117.17531329540462,468.7012531816185,658.2882769404754,585.8765664770232
2001-11-11,,124.91103669642838,506.62181174404714,112.41284702240466,449.65138808961865,631.5328484404755,562.0642351120233
2001-11-18,,114.39170732738066,505.64266988690434,110.36611914414274,441.464476576571,620.034377214285,551.8305957207136
2001-11-25,,159.29630052976145,502.0562097380947,117.72074682767841,470.88298731071365,661.3525102678561,588.6037341383919
2001-12-02,,0.6650639345238085,0.18956361309523714,0.15212370347619014,0.6084948139047606,0.8546275476190457,0.7606185173809507
2001-12-09,,190.91355053571394,400.87206163690473,105.33783896672614,421.35135586690456,591.7856121726187,526.6891948336306
2001-12-16,,221.8598082499996,511.46021950595184,130.53096494055936,522.1238597622374,733.3200277559515,652.6548247027968
2001-12-23,,204.66725985714257,468.56813854761873,119.83590091604752,479.3436036641901,673.2353984047613,599.1795045802376
2001-12-30,,180.6944348452377,511.57341532738025,123.223677330726,492.894709322904,692.267850172618,616.1183866536301
2002-01-06,,146.07312032142818,510.620662660714,116.89149337082132,467.5659734832853,656.6937829821421,584.4574668541065
2002-01-13,,164.7502122202377,508.72098167857115,119.87787251398798,479.5114900559519,673.4711938988088,599.38936256994
2002-01-20,,63.02348252380947,509.0944025476187,101.83698354271424,407.34793417085695,572.1178850714282,509.1849177135711
2002-01-27,,15.100048339285705,510.3414672738094,93.52858977913094,374.11435911652376,525.4415156130951,467.6429488956547
2002-02-03,,192.20520100595215,515.9548632916661,126.05249144497607,504.2099657799043,708.1600642976183,630.2624572248803
2002-02-10,,205.02174309523784,516.897515255952,128.5016279865118,514.0065119460472,721.9192583511898,642.5081399325591
2002-02-17,,131.927386130952,514.2991570952378,115.02832469426177,460.1132987770471,646.2265432261896,575.1416234713089
2002-02-24,,75.897745910714,516.493400303571,105.44562402614272,421.7824961045709,592.391146214285,527.2281201307136
2002-03-03,,0.0,516.7105563273805,91.97447902627373,367.8979161050949,516.7105563273805,459.87239513136865
2002-03-10,,0.0,516.3299034226187,91.90672280922614,367.62689123690456,516.3299034226187,459.5336140461307
2002-03-17,,0.0,517.7713242916662,92.1632957239166,368.6531828956664,517.7713242916662,460.816478619583
2002-03-24,,,514.347148071428,91.5537923567142,366.2151694268568,514.347148071428,457.76896178357094
2002-03-31,,,513.9881872321426,91.48989732732139,365.95958930928555,513.9881872321426,457.4494866366069
2002-04-07,,,510.4744329226186,90.86444906022611,363.45779624090443,510.4744329226186,454.32224530113064
2002-04-14,,,511.8779635773805,91.11427751677375,364.457110067095,511.8779635773805,455.5713875838687
2002-04-21,,,512.4132111666662,91.20955158766661,364.83820635066644,512.4132111666662,456.04775793833295
2002-04-28,,,510.9981672142854,90.95767376414281,363.83069505657124,510.9981672142854,454.788368820714
2002-05-05,,,510.0012384702377,90.78022044770232,363.1208817908093,510.0012384702377,453.9011022385116
2002-05-12,,,506.42338685119,90.14336285951183,360.5734514380473,506.42338685119,450.71681429755915
2002-05-19,,,505.4534140178566,89.97070769517848,359.8828307807139,505.4534140178566,449.8535384758924
2002-05-26,,,504.7476969166663,89.84509005116661,359.38036020466643,504.7476969166663,449.22545025583304
2002-06-02,,,503.7237784404759,89.6628325624047,358.6513302496188,503.7237784404759,448.31416281202354
2002-06-09,,,499.24721424404714,88.8660041354404,355.4640165417616,499.24721424404714,444.33002067720196
2002-06-16,,,496.8228892678567,88.4344742896785,353.737897158714,496.8228892678567,442.1723714483925
2002-06-23,,,485.86273310119014,86.48356649201185,345.9342659680474,485.86273310119014,432.4178324600593
2002-06-30,,,487.40970669642815,86.75892779196421,347.03571116785685,487.40970669642815,433.79463895982104
2002-07-07,,,496.27978242857097,88.33780127228565,353.3512050891426,496.27978242857097,441.68900636142826
2002-07-14,,,496.56087949999943,88.38783655099989,353.55134620399957,496.56087949999943,441.93918275499954
2002-07-21,,,495.56514279761853,88.21059541797611,352.84238167190443,495.56514279761853,441.0529770898806
2002-07-28,,,496.9792766726187,88.61469044583328,353.84924499090454,496.9792766726187,366.50848648316645
2002-08-04,,,494.65886423214255,,352.19711133328553,494.65886423214255,352.19711133328553
2002-08-11,,,491.1663770892853,,349.71046048757114,491.1663770892853,349.71046048757114
2002-08-18,,,485.89209579166646,,345.95517220366656,485.89209579166646,345.95517220366656
2002-08-25,,,484.33036922619027,,344.84322288904747,484.33036922619027,344.84322288904747
2002-09-01,,,489.53431466666655,,348.54843204266666,489.53431466666655,348.54843204266666
2002-09-08,,,482.39042832738045,,343.4619849690949,482.39042832738045,343.4619849690949
2002-09-15,,,477.487522244047,,339.9711158377615,477.487522244047,339.9711158377615
2002-09-22,,,478.2148446071423,,340.48896936028535,478.2148446071423,340.48896936028535
2002-09-29,,,477.16932190476126,,339.7445571961901,477.16932190476126,339.7445571961901
2002-10-06,,,478.88449886309496,85.3010431343472,340.9657631905237,478.88449886309496,414.08094301996414
2002-10-13,,,491.7769159642853,87.5362910416428,350.1451641665712,491.7769159642853,437.6814552082139
2002-10-20,,,457.72095078571385,81.47432923985707,325.8973169594283,457.72095078571385,407.37164619928535
2002-10-27,,,441.0554510178564,78.50787028117846,314.0314811247138,441.0554510178564,392.53935140589226
2002-11-03,,,353.753097148809,62.968051292488006,251.87220516995203,353.753097148809,314.84025646244
2002-11-10,,,280.0831703571427,49.85480432357141,199.41921729428563,280.0831703571427,249.27402161785704
2002-11-17,,,389.409787160714,69.31494211460709,277.25976845842837,389.409787160714,346.57471057303553
2002-11-24,,,410.39791310119,73.05082853201182,292.2033141280473,410.39791310119,365.25414266005913
2002-12-01,,,411.4744048809519,73.24244406880943,292.96977627523773,411.4744048809519,366.2122203440472
2002-12-08,,,406.3428911369045,72.329034622369,289.316138489476,406.3428911369045,361.64517311184494
2002-12-15,,,406.4833012797617,72.35402762779759,289.41611051119037,406.4833012797617,361.77013813898793
2002-12-22,,,404.9599222678567,72.0828661636785,288.331464654714,404.9599222678567,360.4143308183925
